Unnamed: 0,company_name,company_rating,industry,size,type,years_old,location
5977,Accenture,4.0,IT Services & Consulting,1 Lakh+ Employees,Public,35,Dublin
5978,Cognizant,3.9,IT Services & Consulting,1 Lakh+ Employees,Forbes Global 2000,30,Teaneck.
5979,Wipro,3.8,IT Services & Consulting,1 Lakh+ Employees,Public,79,Bangalore/Bengaluru
5980,Capgemini,3.8,IT Services & Consulting,1 Lakh+ Employees,Public,57,Paris
5981,HDFC Bank,4.0,Banking,1 Lakh+ Employees,Public,30,Mumbai
5982,ICICI Bank,4.0,Banking,1 Lakh+ Employees,Public,30,Mumbai
5983,Infosys,3.8,IT Services & Consulting,1 Lakh+ Employees,Public,43,Bengaluru/Bangalore
5984,HCLTech,3.7,IT Services & Consulting,1 Lakh+ Employees,Public,33,Noida
5985,Tech Mahindra,3.7,IT Services & Consulting,1 Lakh+ Employees,Public,38,Pune
5986,Genpact,3.9,IT Services & Consulting,1 Lakh+ Employees,Public,27,New
5987,Axis Bank,3.9,Banking,50k-1 Lakh Employees,Public,31,Mumbai
5988,Teleperformance,3.8,BPO,50k-1 Lakh Employees,Forbes Global 2000,46,Paris
5989,Concentrix Corporation,3.9,BPO,50k-1 Lakh Employees,Public,41,Fremont
5990,Jio,4.0,Telecom,50k-1 Lakh Employees,Public,6,Navi
5991,Amazon,4.1,Internet,1 Lakh+ Employees,Public,30,Seattle
5992,IBM,4.1,IT Services & Consulting,1 Lakh+ Employees,Public,113,Armonk
5993,Larsen & Toubro Limited,4.1,Engineering & Construction,10k-50k Employees,Public,86,Mumbai
5994,TCS,3.8,IT Services & Consulting,1 Lakh+ Employees,Public,56,Mumbai
5995,Accenture,4.0,IT Services & Consulting,1 Lakh+ Employees,Public,35,Dublin
5996,Cognizant,3.9,IT Services & Consulting,1 Lakh+ Employees,Forbes Global 2000,30,Teaneck.
5997,Wipro,3.8,IT Services & Consulting,1 Lakh+ Employees,Public,79,Bangalore/Bengaluru
5998,Capgemini,3.8,IT Services & Consulting,1 Lakh+ Employees,Public,57,Paris
5999,HDFC Bank,4.0,Banking,1 Lakh+ Employees,Public,30,Mumbai
6000,ICICI Bank,4.0,Banking,1 Lakh+ Employees,Public,30,Mumbai
6001,Infosys,3.8,IT Services & Consulting,1 Lakh+ Employees,Public,43,Bengaluru/Bangalore
6002,HCLTech,3.7,IT Services & Consulting,1 Lakh+ Employees,Public,33,Noida
6003,Tech Mahindra,3.7,IT Services & Consulting,1 Lakh+ Employees,Public,38,Pune
6004,Genpact,3.9,IT Services & Consulting,1 Lakh+ Employees,Public,27,New
6005,Axis Bank,3.9,Banking,50k-1 Lakh Employees,Public,31,Mumbai
6006,Teleperformance,3.8,BPO,50k-1 Lakh Employees,Forbes Global 2000,46,Paris
6007,Concentrix Corporation,3.9,BPO,50k-1 Lakh Employees,Public,41,Fremont
6008,Jio,4.0,Telecom,50k-1 Lakh Employees,Public,6,Navi
6009,Amazon,4.1,Internet,1 Lakh+ Employees,Public,30,Seattle
6010,IBM,4.1,IT Services & Consulting,1 Lakh+ Employees,Public,113,Armonk
6011,Larsen & Toubro Limited,4.1,Engineering & Construction,10k-50k Employees,Public,86,Mumbai
6012,TCS,3.8,IT Services & Consulting,1 Lakh+ Employees,Public,56,Mumbai
6013,Accenture,4.0,IT Services & Consulting,1 Lakh+ Employees,Public,35,Dublin
6014,Cognizant,3.9,IT Services & Consulting,1 Lakh+ Employees,Forbes Global 2000,30,Teaneck.
6015,Wipro,3.8,IT Services & Consulting,1 Lakh+ Employees,Public,79,Bangalore/Bengaluru
6016,Capgemini,3.8,IT Services & Consulting,1 Lakh+ Employees,Public,57,Paris
6017,HDFC Bank,4.0,Banking,1 Lakh+ Employees,Public,30,Mumbai
6018,ICICI Bank,4.0,Banking,1 Lakh+ Employees,Public,30,Mumbai
6019,Infosys,3.8,IT Services & Consulting,1 Lakh+ Employees,Public,43,Bengaluru/Bangalore
6020,HCLTech,3.7,IT Services & Consulting,1 Lakh+ Employees,Public,33,Noida
6021,Tech Mahindra,3.7,IT Services & Consulting,1 Lakh+ Employees,Public,38,Pune
6022,Genpact,3.9,IT Services & Consulting,1 Lakh+ Employees,Public,27,New
6023,Axis Bank,3.9,Banking,50k-1 Lakh Employees,Public,31,Mumbai
6024,Teleperformance,3.8,BPO,50k-1 Lakh Employees,Forbes Global 2000,46,Paris
6025,Concentrix Corporation,3.9,BPO,50k-1 Lakh Employees,Public,41,Fremont
6026,Jio,4.0,Telecom,50k-1 Lakh Employees,Public,6,Navi
6027,Amazon,4.1,Internet,1 Lakh+ Employees,Public,30,Seattle
6028,IBM,4.1,IT Services & Consulting,1 Lakh+ Employees,Public,113,Armonk
6029,Larsen & Toubro Limited,4.1,Engineering & Construction,10k-50k Employees,Public,86,Mumbai
6030,TCS,3.8,IT Services & Consulting,1 Lakh+ Employees,Public,56,Mumbai
6031,Accenture,4.0,IT Services & Consulting,1 Lakh+ Employees,Public,35,Dublin
6032,Cognizant,3.9,IT Services & Consulting,1 Lakh+ Employees,Forbes Global 2000,30,Teaneck.
6033,Wipro,3.8,IT Services & Consulting,1 Lakh+ Employees,Public,79,Bangalore/Bengaluru
6034,Capgemini,3.8,IT Services & Consulting,1 Lakh+ Employees,Public,57,Paris
6035,HDFC Bank,4.0,Banking,1 Lakh+ Employees,Public,30,Mumbai
6036,ICICI Bank,4.0,Banking,1 Lakh+ Employees,Public,30,Mumbai
6037,Infosys,3.8,IT Services & Consulting,1 Lakh+ Employees,Public,43,Bengaluru/Bangalore
6038,HCLTech,3.7,IT Services & Consulting,1 Lakh+ Employees,Public,33,Noida
6039,Tech Mahindra,3.7,IT Services & Consulting,1 Lakh+ Employees,Public,38,Pune
6040,Genpact,3.9,IT Services & Consulting,1 Lakh+ Employees,Public,27,New
6041,Axis Bank,3.9,Banking,50k-1 Lakh Employees,Public,31,Mumbai
6042,Teleperformance,3.8,BPO,50k-1 Lakh Employees,Forbes Global 2000,46,Paris
6043,Concentrix Corporation,3.9,BPO,50k-1 Lakh Employees,Public,41,Fremont
6044,Jio,4.0,Telecom,50k-1 Lakh Employees,Public,6,Navi
6045,Amazon,4.1,Internet,1 Lakh+ Employees,Public,30,Seattle
6046,IBM,4.1,IT Services & Consulting,1 Lakh+ Employees,Public,113,Armonk
6047,Larsen & Toubro Limited,4.1,Engineering & Construction,10k-50k Employees,Public,86,Mumbai
6048,TCS,3.8,IT Services & Consulting,1 Lakh+ Employees,Public,56,Mumbai
6049,Accenture,4.0,IT Services & Consulting,1 Lakh+ Employees,Public,35,Dublin
6050,Cognizant,3.9,IT Services & Consulting,1 Lakh+ Employees,Forbes Global 2000,30,Teaneck.
6051,Wipro,3.8,IT Services & Consulting,1 Lakh+ Employees,Public,79,Bangalore/Bengaluru
6052,Capgemini,3.8,IT Services & Consulting,1 Lakh+ Employees,Public,57,Paris
6053,HDFC Bank,4.0,Banking,1 Lakh+ Employees,Public,30,Mumbai
6054,ICICI Bank,4.0,Banking,1 Lakh+ Employees,Public,30,Mumbai
6055,Infosys,3.8,IT Services & Consulting,1 Lakh+ Employees,Public,43,Bengaluru/Bangalore
6056,HCLTech,3.7,IT Services & Consulting,1 Lakh+ Employees,Public,33,Noida
6057,Tech Mahindra,3.7,IT Services & Consulting,1 Lakh+ Employees,Public,38,Pune
6058,Genpact,3.9,IT Services & Consulting,1 Lakh+ Employees,Public,27,New
6059,Axis Bank,3.9,Banking,50k-1 Lakh Employees,Public,31,Mumbai
6060,Teleperformance,3.8,BPO,50k-1 Lakh Employees,Forbes Global 2000,46,Paris
6061,Concentrix Corporation,3.9,BPO,50k-1 Lakh Employees,Public,41,Fremont
6062,Jio,4.0,Telecom,50k-1 Lakh Employees,Public,6,Navi
6063,Amazon,4.1,Internet,1 Lakh+ Employees,Public,30,Seattle
6064,IBM,4.1,IT Services & Consulting,1 Lakh+ Employees,Public,113,Armonk
6065,Larsen & Toubro Limited,4.1,Engineering & Construction,10k-50k Employees,Public,86,Mumbai
6066,TCS,3.8,IT Services & Consulting,1 Lakh+ Employees,Public,56,Mumbai
6067,Accenture,4.0,IT Services & Consulting,1 Lakh+ Employees,Public,35,Dublin
6068,Cognizant,3.9,IT Services & Consulting,1 Lakh+ Employees,Forbes Global 2000,30,Teaneck.
6069,Wipro,3.8,IT Services & Consulting,1 Lakh+ Employees,Public,79,Bangalore/Bengaluru
6070,Capgemini,3.8,IT Services & Consulting,1 Lakh+ Employees,Public,57,Paris
6071,HDFC Bank,4.0,Banking,1 Lakh+ Employees,Public,30,Mumbai
6072,ICICI Bank,4.0,Banking,1 Lakh+ Employees,Public,30,Mumbai
6073,Infosys,3.8,IT Services & Consulting,1 Lakh+ Employees,Public,43,Bengaluru/Bangalore
6074,HCLTech,3.7,IT Services & Consulting,1 Lakh+ Employees,Public,33,Noida
6075,Tech Mahindra,3.7,IT Services & Consulting,1 Lakh+ Employees,Public,38,Pune
6076,Genpact,3.9,IT Services & Consulting,1 Lakh+ Employees,Public,27,New
6077,Axis Bank,3.9,Banking,50k-1 Lakh Employees,Public,31,Mumbai
6078,Teleperformance,3.8,BPO,50k-1 Lakh Employees,Forbes Global 2000,46,Paris
6079,Concentrix Corporation,3.9,BPO,50k-1 Lakh Employees,Public,41,Fremont
6080,Jio,4.0,Telecom,50k-1 Lakh Employees,Public,6,Navi
6081,Amazon,4.1,Internet,1 Lakh+ Employees,Public,30,Seattle
6082,IBM,4.1,IT Services & Consulting,1 Lakh+ Employees,Public,113,Armonk
6083,Larsen & Toubro Limited,4.1,Engineering & Construction,10k-50k Employees,Public,86,Mumbai
6084,TCS,3.8,IT Services & Consulting,1 Lakh+ Employees,Public,56,Mumbai
6085,Accenture,4.0,IT Services & Consulting,1 Lakh+ Employees,Public,35,Dublin
6086,Cognizant,3.9,IT Services & Consulting,1 Lakh+ Employees,Forbes Global 2000,30,Teaneck.
6087,Wipro,3.8,IT Services & Consulting,1 Lakh+ Employees,Public,79,Bangalore/Bengaluru
6088,Capgemini,3.8,IT Services & Consulting,1 Lakh+ Employees,Public,57,Paris
6089,HDFC Bank,4.0,Banking,1 Lakh+ Employees,Public,30,Mumbai
6090,ICICI Bank,4.0,Banking,1 Lakh+ Employees,Public,30,Mumbai
6091,Infosys,3.8,IT Services & Consulting,1 Lakh+ Employees,Public,43,Bengaluru/Bangalore
6092,HCLTech,3.7,IT Services & Consulting,1 Lakh+ Employees,Public,33,Noida
6093,Tech Mahindra,3.7,IT Services & Consulting,1 Lakh+ Employees,Public,38,Pune
6094,Genpact,3.9,IT Services & Consulting,1 Lakh+ Employees,Public,27,New
6095,Axis Bank,3.9,Banking,50k-1 Lakh Employees,Public,31,Mumbai
6096,Teleperformance,3.8,BPO,50k-1 Lakh Employees,Forbes Global 2000,46,Paris
6097,Concentrix Corporation,3.9,BPO,50k-1 Lakh Employees,Public,41,Fremont
6098,Jio,4.0,Telecom,50k-1 Lakh Employees,Public,6,Navi
6099,Amazon,4.1,Internet,1 Lakh+ Employees,Public,30,Seattle
6100,IBM,4.1,IT Services & Consulting,1 Lakh+ Employees,Public,113,Armonk
6101,Larsen & Toubro Limited,4.1,Engineering & Construction,10k-50k Employees,Public,86,Mumbai
6102,TCS,3.8,IT Services & Consulting,1 Lakh+ Employees,Public,56,Mumbai
6103,Accenture,4.0,IT Services & Consulting,1 Lakh+ Employees,Public,35,Dublin
6104,Cognizant,3.9,IT Services & Consulting,1 Lakh+ Employees,Forbes Global 2000,30,Teaneck.
6105,Wipro,3.8,IT Services & Consulting,1 Lakh+ Employees,Public,79,Bangalore/Bengaluru
6106,Capgemini,3.8,IT Services & Consulting,1 Lakh+ Employees,Public,57,Paris
6107,HDFC Bank,4.0,Banking,1 Lakh+ Employees,Public,30,Mumbai
6108,ICICI Bank,4.0,Banking,1 Lakh+ Employees,Public,30,Mumbai
6109,Infosys,3.8,IT Services & Consulting,1 Lakh+ Employees,Public,43,Bengaluru/Bangalore
6110,HCLTech,3.7,IT Services & Consulting,1 Lakh+ Employees,Public,33,Noida
6111,Tech Mahindra,3.7,IT Services & Consulting,1 Lakh+ Employees,Public,38,Pune
6112,Genpact,3.9,IT Services & Consulting,1 Lakh+ Employees,Public,27,New
6113,Axis Bank,3.9,Banking,50k-1 Lakh Employees,Public,31,Mumbai
6114,Teleperformance,3.8,BPO,50k-1 Lakh Employees,Forbes Global 2000,46,Paris
6115,Concentrix Corporation,3.9,BPO,50k-1 Lakh Employees,Public,41,Fremont
6116,Jio,4.0,Telecom,50k-1 Lakh Employees,Public,6,Navi
6117,Amazon,4.1,Internet,1 Lakh+ Employees,Public,30,Seattle
6118,IBM,4.1,IT Services & Consulting,1 Lakh+ Employees,Public,113,Armonk
6119,Larsen & Toubro Limited,4.1,Engineering & Construction,10k-50k Employees,Public,86,Mumbai
6120,TCS,3.8,IT Services & Consulting,1 Lakh+ Employees,Public,56,Mumbai
6121,Accenture,4.0,IT Services & Consulting,1 Lakh+ Employees,Public,35,Dublin
6122,Cognizant,3.9,IT Services & Consulting,1 Lakh+ Employees,Forbes Global 2000,30,Teaneck.
6123,Wipro,3.8,IT Services & Consulting,1 Lakh+ Employees,Public,79,Bangalore/Bengaluru
6124,Capgemini,3.8,IT Services & Consulting,1 Lakh+ Employees,Public,57,Paris
6125,HDFC Bank,4.0,Banking,1 Lakh+ Employees,Public,30,Mumbai
6126,ICICI Bank,4.0,Banking,1 Lakh+ Employees,Public,30,Mumbai
6127,Infosys,3.8,IT Services & Consulting,1 Lakh+ Employees,Public,43,Bengaluru/Bangalore
6128,HCLTech,3.7,IT Services & Consulting,1 Lakh+ Employees,Public,33,Noida
6129,Tech Mahindra,3.7,IT Services & Consulting,1 Lakh+ Employees,Public,38,Pune
6130,Genpact,3.9,IT Services & Consulting,1 Lakh+ Employees,Public,27,New
6131,Axis Bank,3.9,Banking,50k-1 Lakh Employees,Public,31,Mumbai
6132,Teleperformance,3.8,BPO,50k-1 Lakh Employees,Forbes Global 2000,46,Paris
6133,Concentrix Corporation,3.9,BPO,50k-1 Lakh Employees,Public,41,Fremont
6134,Jio,4.0,Telecom,50k-1 Lakh Employees,Public,6,Navi
6135,Amazon,4.1,Internet,1 Lakh+ Employees,Public,30,Seattle
6136,IBM,4.1,IT Services & Consulting,1 Lakh+ Employees,Public,113,Armonk
6137,Larsen & Toubro Limited,4.1,Engineering & Construction,10k-50k Employees,Public,86,Mumbai
6138,TCS,3.8,IT Services & Consulting,1 Lakh+ Employees,Public,56,Mumbai
6139,Accenture,4.0,IT Services & Consulting,1 Lakh+ Employees,Public,35,Dublin
6140,Cognizant,3.9,IT Services & Consulting,1 Lakh+ Employees,Forbes Global 2000,30,Teaneck.
6141,Wipro,3.8,IT Services & Consulting,1 Lakh+ Employees,Public,79,Bangalore/Bengaluru
6142,Capgemini,3.8,IT Services & Consulting,1 Lakh+ Employees,Public,57,Paris
6143,HDFC Bank,4.0,Banking,1 Lakh+ Employees,Public,30,Mumbai
6144,ICICI Bank,4.0,Banking,1 Lakh+ Employees,Public,30,Mumbai
6145,Infosys,3.8,IT Services & Consulting,1 Lakh+ Employees,Public,43,Bengaluru/Bangalore
6146,HCLTech,3.7,IT Services & Consulting,1 Lakh+ Employees,Public,33,Noida
6147,Tech Mahindra,3.7,IT Services & Consulting,1 Lakh+ Employees,Public,38,Pune
6148,Genpact,3.9,IT Services & Consulting,1 Lakh+ Employees,Public,27,New
6149,Axis Bank,3.9,Banking,50k-1 Lakh Employees,Public,31,Mumbai
6150,Teleperformance,3.8,BPO,50k-1 Lakh Employees,Forbes Global 2000,46,Paris
6151,Concentrix Corporation,3.9,BPO,50k-1 Lakh Employees,Public,41,Fremont
6152,Jio,4.0,Telecom,50k-1 Lakh Employees,Public,6,Navi
6153,Amazon,4.1,Internet,1 Lakh+ Employees,Public,30,Seattle
6154,IBM,4.1,IT Services & Consulting,1 Lakh+ Employees,Public,113,Armonk
6155,Larsen & Toubro Limited,4.1,Engineering & Construction,10k-50k Employees,Public,86,Mumbai
6156,TCS,3.8,IT Services & Consulting,1 Lakh+ Employees,Public,56,Mumbai
6157,Accenture,4.0,IT Services & Consulting,1 Lakh+ Employees,Public,35,Dublin
6158,Cognizant,3.9,IT Services & Consulting,1 Lakh+ Employees,Forbes Global 2000,30,Teaneck.
6159,Wipro,3.8,IT Services & Consulting,1 Lakh+ Employees,Public,79,Bangalore/Bengaluru
6160,Capgemini,3.8,IT Services & Consulting,1 Lakh+ Employees,Public,57,Paris
6161,HDFC Bank,4.0,Banking,1 Lakh+ Employees,Public,30,Mumbai
6162,ICICI Bank,4.0,Banking,1 Lakh+ Employees,Public,30,Mumbai
6163,Infosys,3.8,IT Services & Consulting,1 Lakh+ Employees,Public,43,Bengaluru/Bangalore
6164,HCLTech,3.7,IT Services & Consulting,1 Lakh+ Employees,Public,33,Noida
6165,Tech Mahindra,3.7,IT Services & Consulting,1 Lakh+ Employees,Public,38,Pune
6166,Genpact,3.9,IT Services & Consulting,1 Lakh+ Employees,Public,27,New
6167,Axis Bank,3.9,Banking,50k-1 Lakh Employees,Public,31,Mumbai
6168,Teleperformance,3.8,BPO,50k-1 Lakh Employees,Forbes Global 2000,46,Paris
6169,Concentrix Corporation,3.9,BPO,50k-1 Lakh Employees,Public,41,Fremont
6170,Jio,4.0,Telecom,50k-1 Lakh Employees,Public,6,Navi
6171,Amazon,4.1,Internet,1 Lakh+ Employees,Public,30,Seattle
6172,IBM,4.1,IT Services & Consulting,1 Lakh+ Employees,Public,113,Armonk
6173,Larsen & Toubro Limited,4.1,Engineering & Construction,10k-50k Employees,Public,86,Mumbai
6174,TCS,3.8,IT Services & Consulting,1 Lakh+ Employees,Public,56,Mumbai
6175,Accenture,4.0,IT Services & Consulting,1 Lakh+ Employees,Public,35,Dublin
6176,Cognizant,3.9,IT Services & Consulting,1 Lakh+ Employees,Forbes Global 2000,30,Teaneck.
6177,Wipro,3.8,IT Services & Consulting,1 Lakh+ Employees,Public,79,Bangalore/Bengaluru
6178,Capgemini,3.8,IT Services & Consulting,1 Lakh+ Employees,Public,57,Paris
6179,HDFC Bank,4.0,Banking,1 Lakh+ Employees,Public,30,Mumbai
6180,ICICI Bank,4.0,Banking,1 Lakh+ Employees,Public,30,Mumbai
6181,Infosys,3.8,IT Services & Consulting,1 Lakh+ Employees,Public,43,Bengaluru/Bangalore
6182,HCLTech,3.7,IT Services & Consulting,1 Lakh+ Employees,Public,33,Noida
6183,Tech Mahindra,3.7,IT Services & Consulting,1 Lakh+ Employees,Public,38,Pune
6184,Genpact,3.9,IT Services & Consulting,1 Lakh+ Employees,Public,27,New
6185,Axis Bank,3.9,Banking,50k-1 Lakh Employees,Public,31,Mumbai
6186,Teleperformance,3.8,BPO,50k-1 Lakh Employees,Forbes Global 2000,46,Paris
6187,Concentrix Corporation,3.9,BPO,50k-1 Lakh Employees,Public,41,Fremont
6188,Jio,4.0,Telecom,50k-1 Lakh Employees,Public,6,Navi
6189,Amazon,4.1,Internet,1 Lakh+ Employees,Public,30,Seattle
6190,IBM,4.1,IT Services & Consulting,1 Lakh+ Employees,Public,113,Armonk
6191,Larsen & Toubro Limited,4.1,Engineering & Construction,10k-50k Employees,Public,86,Mumbai
6192,TCS,3.8,IT Services & Consulting,1 Lakh+ Employees,Public,56,Mumbai
6193,Accenture,4.0,IT Services & Consulting,1 Lakh+ Employees,Public,35,Dublin
6194,Cognizant,3.9,IT Services & Consulting,1 Lakh+ Employees,Forbes Global 2000,30,Teaneck.
6195,Wipro,3.8,IT Services & Consulting,1 Lakh+ Employees,Public,79,Bangalore/Bengaluru
6196,Capgemini,3.8,IT Services & Consulting,1 Lakh+ Employees,Public,57,Paris
6197,HDFC Bank,4.0,Banking,1 Lakh+ Employees,Public,30,Mumbai
6198,ICICI Bank,4.0,Banking,1 Lakh+ Employees,Public,30,Mumbai
6199,Infosys,3.8,IT Services & Consulting,1 Lakh+ Employees,Public,43,Bengaluru/Bangalore
6200,HCLTech,3.7,IT Services & Consulting,1 Lakh+ Employees,Public,33,Noida
6201,Tech Mahindra,3.7,IT Services & Consulting,1 Lakh+ Employees,Public,38,Pune
6202,Genpact,3.9,IT Services & Consulting,1 Lakh+ Employees,Public,27,New
6203,Axis Bank,3.9,Banking,50k-1 Lakh Employees,Public,31,Mumbai
6204,Teleperformance,3.8,BPO,50k-1 Lakh Employees,Forbes Global 2000,46,Paris
6205,Concentrix Corporation,3.9,BPO,50k-1 Lakh Employees,Public,41,Fremont
6206,Jio,4.0,Telecom,50k-1 Lakh Employees,Public,6,Navi
6207,Amazon,4.1,Internet,1 Lakh+ Employees,Public,30,Seattle
6208,IBM,4.1,IT Services & Consulting,1 Lakh+ Employees,Public,113,Armonk
6209,Larsen & Toubro Limited,4.1,Engineering & Construction,10k-50k Employees,Public,86,Mumbai
6210,TCS,3.8,IT Services & Consulting,1 Lakh+ Employees,Public,56,Mumbai
6211,Accenture,4.0,IT Services & Consulting,1 Lakh+ Employees,Public,35,Dublin
6212,Cognizant,3.9,IT Services & Consulting,1 Lakh+ Employees,Forbes Global 2000,30,Teaneck.
6213,Wipro,3.8,IT Services & Consulting,1 Lakh+ Employees,Public,79,Bangalore/Bengaluru
6214,Capgemini,3.8,IT Services & Consulting,1 Lakh+ Employees,Public,57,Paris
6215,HDFC Bank,4.0,Banking,1 Lakh+ Employees,Public,30,Mumbai
6216,ICICI Bank,4.0,Banking,1 Lakh+ Employees,Public,30,Mumbai
6217,Infosys,3.8,IT Services & Consulting,1 Lakh+ Employees,Public,43,Bengaluru/Bangalore
6218,HCLTech,3.7,IT Services & Consulting,1 Lakh+ Employees,Public,33,Noida
6219,Tech Mahindra,3.7,IT Services & Consulting,1 Lakh+ Employees,Public,38,Pune
6220,Genpact,3.9,IT Services & Consulting,1 Lakh+ Employees,Public,27,New
6221,Axis Bank,3.9,Banking,50k-1 Lakh Employees,Public,31,Mumbai
6222,Teleperformance,3.8,BPO,50k-1 Lakh Employees,Forbes Global 2000,46,Paris
6223,Concentrix Corporation,3.9,BPO,50k-1 Lakh Employees,Public,41,Fremont
6224,Jio,4.0,Telecom,50k-1 Lakh Employees,Public,6,Navi
6225,Amazon,4.1,Internet,1 Lakh+ Employees,Public,30,Seattle
6226,IBM,4.1,IT Services & Consulting,1 Lakh+ Employees,Public,113,Armonk
6227,Larsen & Toubro Limited,4.1,Engineering & Construction,10k-50k Employees,Public,86,Mumbai
6228,TCS,3.8,IT Services & Consulting,1 Lakh+ Employees,Public,56,Mumbai
6229,Accenture,4.0,IT Services & Consulting,1 Lakh+ Employees,Public,35,Dublin
6230,Cognizant,3.9,IT Services & Consulting,1 Lakh+ Employees,Forbes Global 2000,30,Teaneck.
6231,Wipro,3.8,IT Services & Consulting,1 Lakh+ Employees,Public,79,Bangalore/Bengaluru
6232,Capgemini,3.8,IT Services & Consulting,1 Lakh+ Employees,Public,57,Paris
6233,HDFC Bank,4.0,Banking,1 Lakh+ Employees,Public,30,Mumbai
6234,ICICI Bank,4.0,Banking,1 Lakh+ Employees,Public,30,Mumbai
6235,Infosys,3.8,IT Services & Consulting,1 Lakh+ Employees,Public,43,Bengaluru/Bangalore
6236,HCLTech,3.7,IT Services & Consulting,1 Lakh+ Employees,Public,33,Noida
6237,Tech Mahindra,3.7,IT Services & Consulting,1 Lakh+ Employees,Public,38,Pune
6238,Genpact,3.9,IT Services & Consulting,1 Lakh+ Employees,Public,27,New
6239,Axis Bank,3.9,Banking,50k-1 Lakh Employees,Public,31,Mumbai
6240,Teleperformance,3.8,BPO,50k-1 Lakh Employees,Forbes Global 2000,46,Paris
6241,Concentrix Corporation,3.9,BPO,50k-1 Lakh Employees,Public,41,Fremont
6242,Jio,4.0,Telecom,50k-1 Lakh Employees,Public,6,Navi
6243,Amazon,4.1,Internet,1 Lakh+ Employees,Public,30,Seattle
6244,IBM,4.1,IT Services & Consulting,1 Lakh+ Employees,Public,113,Armonk
6245,Larsen & Toubro Limited,4.1,Engineering & Construction,10k-50k Employees,Public,86,Mumbai
6246,TCS,3.8,IT Services & Consulting,1 Lakh+ Employees,Public,56,Mumbai
6247,Accenture,4.0,IT Services & Consulting,1 Lakh+ Employees,Public,35,Dublin
6248,Cognizant,3.9,IT Services & Consulting,1 Lakh+ Employees,Forbes Global 2000,30,Teaneck.
6249,Wipro,3.8,IT Services & Consulting,1 Lakh+ Employees,Public,79,Bangalore/Bengaluru
6250,Capgemini,3.8,IT Services & Consulting,1 Lakh+ Employees,Public,57,Paris
6251,HDFC Bank,4.0,Banking,1 Lakh+ Employees,Public,30,Mumbai
6252,ICICI Bank,4.0,Banking,1 Lakh+ Employees,Public,30,Mumbai
6253,Infosys,3.8,IT Services & Consulting,1 Lakh+ Employees,Public,43,Bengaluru/Bangalore
6254,HCLTech,3.7,IT Services & Consulting,1 Lakh+ Employees,Public,33,Noida
6255,Tech Mahindra,3.7,IT Services & Consulting,1 Lakh+ Employees,Public,38,Pune
6256,Genpact,3.9,IT Services & Consulting,1 Lakh+ Employees,Public,27,New
6257,Axis Bank,3.9,Banking,50k-1 Lakh Employees,Public,31,Mumbai
6258,Teleperformance,3.8,BPO,50k-1 Lakh Employees,Forbes Global 2000,46,Paris
6259,Concentrix Corporation,3.9,BPO,50k-1 Lakh Employees,Public,41,Fremont
6260,Jio,4.0,Telecom,50k-1 Lakh Employees,Public,6,Navi
